2024-11-07 21:32:36 - AppLogger - INFO - Initializing MainWindow
2024-11-07 21:32:36 - AppLogger - INFO - Page 'Login' initialized.
2024-11-07 21:32:36 - AppLogger - INFO - Page 'Register' initialized.
2024-11-07 21:32:36 - AppLogger - INFO - Page 'Main' initialized.
2024-11-07 21:32:36 - AppLogger - DEBUG - Set application window style.
2024-11-07 21:32:36 - AppLogger - INFO - Showing page 'Login'.
2024-11-07 21:32:36 - AppLogger - DEBUG - Added 'Login' to page history.
2024-11-07 21:32:37 - AppLogger - INFO - Attempting login with username: 123, password: 123
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (99, 73).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (100, 73).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (106, 77).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (114, 82).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (109, 79).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (109, 78).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (116, 83).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (127, 90).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (123, 87).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (123, 86).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (131, 92).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (143, 99).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (136, 94).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (132, 91).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (143, 98).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (159, 108).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (150, 102).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (143, 97).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (159, 107).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (164, 109).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (171, 113).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (176, 115).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (178, 116).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (180, 117).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (184, 119).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (191, 123).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (198, 126).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (200, 127).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (205, 129).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (209, 132).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (213, 133).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (221, 136).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (225, 139).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (232, 143).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (234, 143).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (241, 146).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (240, 146).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (244, 148).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (251, 151).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (263, 156).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (265, 157).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (271, 159).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (277, 161).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (285, 164).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (284, 164).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (284, 165).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (299, 169).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (318, 175).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (306, 172).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (296, 170).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (313, 174).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (336, 180).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (324, 178).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (315, 177).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (334, 181).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (356, 186).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (344, 183).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (338, 182).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (353, 186).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (371, 191).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (360, 188).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (355, 186).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (371, 190).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (391, 195).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (376, 191).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (364, 188).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (386, 192).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (412, 197).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (395, 195).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (380, 193).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (398, 195).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (422, 197).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (407, 196).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (395, 195).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (413, 197).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (415, 197).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (420, 197).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (420, 198).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (422, 199).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (426, 198).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (432, 197).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (429, 198).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (430, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (434, 199).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (440, 198).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (437, 199).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (436, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (441, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (449, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (445, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (443, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (448, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (458, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (454, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (456, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (459, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (458, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (459, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (460, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (462, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (462, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (463, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (464, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (465, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (466, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (467, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (468, 201).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (469, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (470, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (471, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (472, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (473, 200).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (473, 199).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (474, 199).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (475, 199).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (476, 198).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (477, 198).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (478, 198).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (479, 197).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (480, 196).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (481, 196).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (482, 195).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (483, 195).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (484, 194).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (485, 194).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (485, 193).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (486, 192).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (487, 192).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (487, 191).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (488, 191).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (488, 190).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (489, 190).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (489, 189).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (490, 189).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (490, 188).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (491, 188).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (491, 187).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (492, 187).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (492, 186).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (492, 185).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (493, 184).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (493, 183).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (493, 182).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (493, 181).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (494, 181).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (494, 180).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (494, 179).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (494, 178).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (494, 177).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (495, 177).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (495, 176).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (495, 175).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (495, 174).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (495, 173).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (495, 172).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (496, 172).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (496, 171).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (496, 170).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (497, 169).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (497, 168).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (497, 167).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (498, 166).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (499, 165).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (499, 164).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (499, 163).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (500, 163).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (500, 162).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (500, 161).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (500, 160).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (500, 159).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (501, 159).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (501, 158).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (501, 157).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (501, 156).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (501, 155).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (501, 154).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (502, 154).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (502, 153).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (503, 153).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (503, 152).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (504, 151).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (504, 150).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (505, 150).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (505, 149).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (506, 149).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (507, 149).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (507, 148).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (508, 148).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (509, 148).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (509, 147).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (509, 146).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (510, 146).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (511, 146).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (512, 145).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (513, 145).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (513, 144).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (514, 144).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (515, 144).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (516, 144).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (516, 143).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (517, 143).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (518, 143).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (518, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (519, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (520, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (521, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (522, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (522, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (523, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (524, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (525, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (526, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (527, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (528, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (529, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (530, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (531, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (532, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (533, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (534, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (535, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (536, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (537, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (538, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (539, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (540, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (541, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (542, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (543, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (544, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (546, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (549, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (548, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (549, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (550, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (552, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (553, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (554, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (555, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (556, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (557, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (559, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (560, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (561, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (562, 141).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (565, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (565, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (566, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (567, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (568, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (569, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (571, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (571, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (572, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (573, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (575, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (576, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (578, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (578, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (579, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (581, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (582, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (583, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (585, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (586, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (587, 142).
2024-11-07 21:32:40 - AppLogger - DEBUG - Window moved to (590, 142).
